ts,x,y,yaw,t
1772876897.1619356,1.924,1.744,-0.067,1261.6379916667938
1772876897.26145,1.924,1.744,-0.067,1261.7375061511993
1772876897.3614585,1.924,1.744,-0.068,1261.8375146389008
1772876897.4622738,1.924,1.744,-0.066,1261.9383299350739
1772876897.562018,1.924,1.744,-0.067,1262.038074016571
1772876897.6617024,1.924,1.745,-0.067,1262.1377584934235
1772876897.7616937,1.924,1.745,-0.067,1262.2377498149872
1772876897.8611472,1.924,1.745,-0.067,1262.3372032642365
1772876897.9629982,1.924,1.745,-0.069,1262.4390542507172
1772876898.0612957,1.924,1.744,-0.07,1262.537351846695
1772876898.161427,1.923,1.744,-0.069,1262.6374831199646
1772876898.2617905,1.923,1.744,-0.067,1262.7378466129303
1772876898.3613071,1.923,1.744,-0.067,1262.837363243103
1772876898.4612985,1.924,1.744,-0.067,1262.9373545646667
1772876898.561454,1.924,1.744,-0.066,1263.0375101566315
1772876898.6617815,1.924,1.744,-0.067,1263.1378376483917
1772876898.7611492,1.924,1.744,-0.068,1263.2372052669525
1772876898.8618064,1.924,1.744,-0.067,1263.3378624916077
1772876898.9612458,1.924,1.744,-0.068,1263.4373018741608
1772876899.0611432,1.924,1.744,-0.067,1263.5371992588043
1772876899.1614385,1.924,1.744,-0.068,1263.6374945640564
1772876899.2613683,1.924,1.744,-0.07,1263.7374243736267
1772876899.461489,1.924,1.744,-0.068,1263.9375450611115
1772876899.5614798,1.924,1.744,-0.067,1264.037535905838
1772876899.6614215,1.924,1.744,-0.063,1264.1374776363373
1772876899.7617486,1.924,1.744,-0.064,1264.2378046512604
1772876899.8619142,1.924,1.744,-0.068,1264.3379702568054
1772876899.9615886,1.924,1.744,-0.066,1264.4376447200775
1772876900.0612838,1.924,1.744,-0.066,1264.537339925766
1772876900.1617582,1.924,1.744,-0.068,1264.637814283371
1772876900.2613187,1.924,1.744,-0.068,1264.7373747825623
1772876900.361865,1.924,1.744,-0.067,1264.8379211425781
1772876900.461279,1.924,1.744,-0.07,1264.9373350143433
1772876900.5613637,1.924,1.744,-0.069,1265.03741979599
1772876900.6615553,1.924,1.744,-0.069,1265.1376113891602
1772876900.7614193,1.924,1.744,-0.066,1265.2374753952026
1772876900.8619444,1.924,1.744,-0.065,1265.338000535965
1772876900.9636607,1.924,1.744,-0.065,1265.4397168159485
1772876901.0612571,1.923,1.743,-0.066,1265.5373132228851
1772876901.1611423,1.92,1.741,-0.064,1265.6371984481812
1772876901.261173,1.92,1.741,-0.067,1265.7372291088104
1772876901.3617744,1.92,1.741,-0.065,1265.837830543518
1772876901.4611058,1.92,1.741,-0.065,1265.9371619224548
1772876901.5615757,1.92,1.741,-0.067,1266.0376317501068
1772876901.6614444,1.919,1.74,-0.069,1266.1375005245209
1772876901.7617073,1.918,1.74,-0.067,1266.2377634048462
1772876901.861202,1.918,1.74,-0.065,1266.3372581005096
1772876901.9616961,1.918,1.739,-0.066,1266.4377522468567
1772876902.0614338,1.915,1.738,-0.066,1266.5374898910522
1772876902.1624644,1.914,1.738,-0.066,1266.6385204792023
1772876902.261456,1.912,1.737,-0.064,1266.7375121116638
1772876902.3616397,1.912,1.737,-0.065,1266.8376958370209
1772876902.4612684,1.912,1.737,-0.066,1266.9373245239258
1772876902.5620296,1.914,1.739,-0.058,1267.0380856990814
1772876902.6614792,1.916,1.74,-0.059,1267.1375353336334
1772876902.7614884,1.916,1.74,-0.059,1267.2375445365906
