ts,can_id,goal,speedmode,t
1772876899.3960462,3,-0.17943917261855002,True,1221.4089241027832
1772876899.3976204,4,-4.980979901944083,True,1221.410498380661
1772876899.4918394,1,-5.082861006017691,True,1221.504717350006
1772876899.49345,2,-0.07756137898208859,True,1221.506327867508
1772876899.49515,3,-0.0789494320781583,True,1221.5080280303955
1772876899.4969041,4,-5.081472952921621,True,1221.509782075882
1772876899.5917497,1,-5.188578968985795,True,1221.604627609253
1772876899.593329,2,0.028158251952710156,True,1221.606206893921
1772876899.5949202,3,0.023783150358751115,True,1221.6077980995178
1772876899.5964956,4,-5.184203867391837,True,1221.6093735694885
1772876899.6916876,1,-5.199002686889948,True,1221.704565525055
1772876899.6933126,2,0.03821891814908707,True,1221.70619058609
1772876899.694975,3,0.01359573830690275,True,1221.7078528404236
1772876899.6968374,4,-5.174379507047764,True,1221.7097153663635
1772876899.7918649,1,-5.199299149430426,True,1221.8047428131104
1772876899.7934847,2,0.03851825777934792,True,1221.8063626289368
1772876899.7954485,3,0.013299275766424756,True,1221.8083264827728
1772876899.7973185,4,-5.174080167417503,True,1221.8101963996887
1772876899.8918958,1,-5.189456473132845,True,1221.9047737121582
1772876899.893609,2,0.02861686760503046,True,1221.9064869880676
1772876899.8954046,3,0.0231419520640066,True,1221.9082825183868
1772876899.8970737,4,-5.183981557591821,True,1221.9099516868591
1772876899.9917758,1,-5.190645521846124,True,1222.0046536922455
1772876899.9934537,2,0.02980899173203566,True,1222.0063316822052
1772876899.99538,3,0.021952903350727748,True,1222.0082578659058
1772876899.9971058,4,-5.182789433464816,True,1222.0099837779999
1772876900.0918534,1,-5.194979920359849,True,1222.1047313213348
1772876900.0934494,2,0.03402573825181987,True,1222.1063272953033
1772876900.095316,3,0.017618504837002558,True,1222.1081938743591
1772876900.0970888,4,-5.1785726869450315,True,1222.1099667549133
1772876900.1916957,1,-5.189015894466209,True,1222.2045736312866
1772876900.1933606,2,0.028037555053713525,True,1222.2062385082245
1772876900.1949792,3,0.023582530730642315,True,1222.207857131958
1772876900.197178,4,-5.184560870143137,True,1222.2100558280945
1772876900.2917259,1,-5.18879207204305,True,1222.3046038150787
1772876900.2933218,2,0.028053072543599455,True,1222.3061997890472
1772876900.295623,3,0.02380635315380042,True,1222.3085010051727
1772876900.297283,4,-5.1845453526532514,True,1222.3101608753204
1772876900.3916824,1,-5.190718119755264,True,1222.40456032753
1772876900.3933692,2,0.029844400268339566,True,1222.406247138977
1772876900.395231,3,0.021880305441587033,True,1222.4081089496613
1772876900.396841,4,-5.182754024928512,True,1222.409718990326
1772876900.4920995,1,-5.081560640762525,True,1222.504977464676
1772876900.493941,2,-0.07931890237785355,True,1222.5068190097809
1772876900.4959059,3,-0.07749777845077066,True,1222.5087838172913
1772876900.4978824,4,-5.083381764689609,True,1222.510760307312
1772876900.5922637,1,-4.974112328710191,True,1222.6051416397095
1772876900.594476,2,-0.18676162391807472,True,1222.607353925705
1772876900.5971978,3,-0.17895006963582505,True,1222.610075712204
1772876900.5997715,4,-4.981923882992442,True,1222.6126494407654
1772876900.69233,1,-4.873192170650798,True,1222.705207824707
1772876900.6943686,2,-0.2876875834484234,True,1222.707246541977
1772876900.6964736,3,-0.28662033184749314,True,1222.7093515396118
1772876900.6983893,4,-4.874259422251727,True,1222.711267232895
1772876900.7922084,1,-4.983886986664871,True,1222.8050863742828
1772876900.7954931,2,-0.1769780864611432,True,1222.8083710670471
1772876900.7980227,3,-0.18933414915251712,True,1222.8109006881714
1772876900.8005254,4,-4.971530923973496,True,1222.8134033679962
1772876900.8929236,1,-4.983886986664871,True,1222.9058015346527
1772876900.8959858,2,-0.1769780864611432,True,1222.9088637828827
1772876900.898566,3,-0.18933414915251712,True,1222.9114439487457
1772876900.9024558,4,-4.971530923973496,True,1222.9153337478638
1772876900.994114,1,-4.983886986664871,True,1223.0069918632507
1772876900.9969068,2,-0.1769780864611432,True,1223.0097846984863
1772876900.9997244,3,-0.18933414915251712,True,1223.0126023292542
1772876901.0026088,4,-4.971530923973496,True,1223.0154867172241
